,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,_c0,colorful,bright_avg,bright_sd,bright_max,bright_min,saturation_avg,saturation_sd,saturation_max,bsaturation_min,tex_cobtrast,tex_energy,tex_homogeneity,tex_correlation ,tex_dissimilarity,tex_ASM
1910,1910,1910,1910,https://scontent.xx.fbcdn.net/v/t45.1600-4/12447551_6036355067415_411460437_n.png?_nc_cat=0&oh=0b29405b0b605b64f302233ff97f4d44&oe=5B83C29E,86.0716183671,185.256725053,63.329793704,255,0,85.3933917197,99.268816604,255,0,117.926795419,0.295499887265,0.75376846184,0.985290960096,2.62253443687,0.0873201833737
1911,1911,1911,1911,https://scontent.xx.fbcdn.net/v/t45.1600-4/12532474_6037115544573_1018083339_n.png?_nc_cat=0&oh=8c7c37187af21cb24c97d8e89c1cbb78&oe=5B543113,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1912,1912,1912,1912,https://scontent.xx.fbcdn.net/v/t45.1600-4/12426358_6045561796832_1331173328_n.png?_nc_cat=0&oh=470c8ff7e948d34f1fca789015e43f0d&oe=5B8EC49C,83.5959023266,166.707434979,66.910914024,255,0,102.364792994,106.332205076,255,0,185.817586843,0.253923641046,0.596405288861,0.979255840552,4.32600149806,0.0644772154819
1913,1913,1913,1913,https://scontent.xx.fbcdn.net/v/t45.1600-4/14290595_6051248951573_4315354191494119424_n.png?_nc_cat=0&oh=b260f570c425ba1d428e7320fc467f2f&oe=5B90A5F1,42.4531415471,94.2100742718,61.5805366432,255,0,109.206545846,45.6447752098,255,0,110.856072112,0.0288203969949,0.446565961186,0.985386998765,4.21919621534,0.000830615282941
1914,1914,1914,1914,https://scontent.xx.fbcdn.net/v/t45.1600-4/15497378_6053972949015_6990838407077298176_n.png?_nc_cat=0&oh=9c658643aded9c14a3e1e64494bf3a6c&oe=5B5AAAD9,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1915,1915,1915,1915,https://scontent.xx.fbcdn.net/v/t45.1600-4/14750999_6064273469996_1169219750148964352_n.png?_nc_cat=0&oh=bae8e25a38a0ca7cbea69613beee1a07&oe=5B586EE1,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1916,1916,1916,1916,https://scontent.xx.fbcdn.net/v/t45.1600-4/14965671_6065196725996_416349581303873536_n.png?_nc_cat=0&oh=4a226fb04305a9f82712f0fab4ee32c9&oe=5B995BC4,58.1187491107,83.7456925926,64.7069477205,255,0,70.5996907407,52.1283346451,255,0,184.924509313,0.141837487067,0.714569636498,0.977925098687,2.78591233435,0.0201178727376
1917,1917,1917,1917,https://scontent.xx.fbcdn.net/v/t45.1600-4/21271511_6071047245376_7059269597018456064_n.jpg?_nc_cat=0&oh=906891c449be7ea33d3fcc38e24030eb&oe=5B597D0D,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1918,1918,1918,1918,https://scontent.xx.fbcdn.net/v/t45.1600-4/23175736_6077181790198_5190596147630047232_n.png?_nc_cat=0&oh=99894b83990c077dbfe6fc40c9ecbd44&oe=5B9006AA,39.7511134509,80.2896817871,50.7336182254,251,0,60.7186348681,55.8613261568,255,0,149.016749172,0.0201009764174,0.240385175759,0.971071404908,7.07922682521,0.000404049252935
1919,1919,1919,1919,https://scontent.xx.fbcdn.net/v/t45.1600-4/20864716_6085760682396_9196979080568766464_n.png?_nc_cat=0&oh=f6ea4def5bba527737880ae87f867933&oe=5B8A54EE,30.1940556409,148.493483073,90.5144940894,255,1,57.2615983073,59.603465918,255,0,31.466496436,0.317187461884,0.67600459352,0.998079764423,1.93029598401,0.100607885976
1920,1920,1920,1920,https://scontent.xx.fbcdn.net/v/t45.1600-4/27952596_6096967501796_6107440424010383360_n.jpg?_nc_cat=0&oh=6fcc6eb67d433d6272b6ac646773f2a9&oe=5B844526,63.8338776795,138.103435651,91.9321037069,255,0,77.3562130178,87.7154281802,255,0,467.949631672,0.147092191457,0.621629718709,0.972310693977,7.1834900422,0.0216361127875
1921,1921,1921,1921,https://scontent.xx.fbcdn.net/v/t45.1600-4/28508937_6097723647196_2514661231063728128_n.png?_nc_cat=0&oh=3463a5a8b6c89d118fc87085a41e12da&oe=5B56987A,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1922,1922,1922,1922,https://scontent.xx.fbcdn.net/v/t45.1600-4/23002100_6098885723180_2495658156852510720_n.png?_nc_cat=0&oh=80f0e32a9fd70969d6ed685647447783&oe=5B4FF8D7,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1923,1923,1923,1923,https://scontent.xx.fbcdn.net/v/t45.1600-4/28203940_6099554805856_4541674332060909568_n.png?_nc_cat=0&oh=fe5672f21b9c8266e141e984c1b1e060&oe=5B99AAF3,38.0289642045,191.154341716,59.4996483321,255,0,60.5125619453,49.7617334492,255,0,212.032669172,0.0599515642266,0.479043654699,0.970069393074,5.44296753535,0.00359419005322
1924,1924,1924,1924,https://scontent.xx.fbcdn.net/v/t45.1600-4/30138644_6107317766965_3769113748208353280_n.png?_nc_cat=0&oh=56df20572c54e2d4350ce4083a321372&oe=5B8D4A2A,79.0679082698,180.011535297,66.9318311979,255,0,99.2383850849,87.9013870048,255,0,217.84548031,0.151525098508,0.579991792733,0.975689980438,4.6279689019,0.0229598554779
1925,1925,1925,1925,https://scontent.xx.fbcdn.net/v/t45.1600-4/s110x80/18777099_23842570433110414_818558562606252032_n.png?_nc_cat=0&oh=a0f5fcf9caba73dae8ae2360adc58912&oe=5B885498,50.3701937244,194.465454545,32.9536477119,255,77,49.7715909091,49.8362487846,255,0,528.043119266,0.0760413634066,0.432096783999,0.758671994852,10.5917431193,0.00578228894874
1926,1926,1926,1926,https://scontent.xx.fbcdn.net/v/t45.1600-4/17617303_23842576797060207_3154026302017634304_n.png?_nc_cat=0&oh=bcc2704ee1ad57f3d7021ff37472647d&oe=5B531DCB,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1927,1927,1927,1927,https://scontent.xx.fbcdn.net/v/t45.1600-4/21337431_23842604545490414_4917968013275168768_n.png?_nc_cat=0&oh=1925a0111a3eed2121a12f3ee7159b60&oe=5B8B3F59,61.8710162302,203.2896875,51.9695040742,253,7,109.045685764,95.4611587751,255,0,372.148512526,0.0957085297806,0.404497457904,0.93118035154,8.61835421016,0.00916012267277
1928,1928,1928,1928,https://scontent.xx.fbcdn.net/v/t45.1600-4/20175685_23842605177830072_6588835249197678592_n.png?_nc_cat=0&oh=ce7116eef3043ba0e392c5660135a463&oe=5B518F45,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1929,1929,1929,1929,https://scontent.xx.fbcdn.net/v/t45.1600-4/21770250_23842611839470571_8408383008683327488_n.png?_nc_cat=0&oh=83b3925af0358d677fae05a529be0e2d&oe=5B9BC6D7,23.3627125759,195.282627592,69.6576999347,255,0,78.3263968634,63.8916377921,255,0,154.943051959,0.266153327676,0.528763111506,0.984039701543,4.28209446203,0.0708375938332
1930,1930,1930,1930,https://scontent.xx.fbcdn.net/v/t45.1600-4/20503185_23842607668040300_4259246869042954240_n.png?_nc_cat=0&oh=a58d1cb4c70b491a5e193483e87b521a&oe=5B8CFB6E,32.1582152966,100.733126327,68.3651599874,255,0,60.3174137473,66.4872625075,255,0,434.914516078,0.031817366218,0.245593872485,0.953481704162,10.8904886237,0.00101234479305
1931,1931,1931,1931,https://scontent.xx.fbcdn.net/v/t45.1600-4/20183669_23842639413780502_10220012119785472_n.png?_nc_cat=0&oh=4ae9c13e8d1c67ceb19d065516172aee&oe=5B9ABB90,47.4096809131,197.755625,39.5758895802,252,21,56.7918142361,65.2938498811,255,0,231.760768963,0.0730864764629,0.4891958555,0.925989448127,5.40224425887,0.00534163304177
1932,1932,1932,1932,https://scontent.xx.fbcdn.net/v/t45.1600-4/23657698_23842664250560214_8170075640163205120_n.png?_nc_cat=0&oh=b9e216679686811e469aac0c68dfb1e7&oe=5B8753A7,22.6450876327,32.3895180468,60.9105313952,255,0,147.317651344,91.3718366225,255,0,184.154704318,0.205486430144,0.659959377702,0.975191517345,3.41586444055,0.0422246729734
1933,1933,1933,1933,https://scontent.xx.fbcdn.net/v/t45.1600-4/28203886_23842801658860787_6100044803859283968_n.jpg?_nc_cat=0&oh=2e02a2c37e598b12a4dc04c57877acbe&oe=5B97CECD,120.33228906,80.418075074,52.7078511135,255,0,212.971032729,64.1403772742,255,0,152.838895573,0.190943077482,0.807648690025,0.972497998267,3.0760929518,0.0364592588382
1934,1934,1934,1934,https://scontent.xx.fbcdn.net/v/t45.1600-4/29850970_23842860212580103_5324253665865760768_n.png?_nc_cat=0&oh=c5f0aa0eedb8a07eb62d1494973d2494&oe=5B50BE06,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1935,1935,1935,1935,https://scontent.xx.fbcdn.net/v/t45.1600-4/30431478_23842923885700316_5809960874441441280_n.png?_nc_cat=0&oh=1eb38fb244f718ee6174ef60f2f61df0&oe=5B865DB8,21.0699952069,81.4388624532,51.5787046986,255,0,51.1027208394,59.0432923131,255,0,78.492995523,0.0463699042001,0.503617469029,0.985246904562,2.93428367928,0.00215016801553
1936,1936,1936,1936,https://scontent.xx.fbcdn.net/v/t45.1600-4/s110x80/708168_6007259164086_36129_n.jpg?_nc_cat=0&oh=98cf68c7dde6d3baada33506bc8d1bf5&oe=5B9287A3,54.982143566,172.685972222,59.670522435,255,1,137.385972222,57.4164010434,255,0,570.597362514,0.0313924666465,0.25452082304,0.919967201718,11.9377104377,0.000985486962152
1937,1937,1937,1937,https://scontent.xx.fbcdn.net/v/t45.1600-4/s110x80/1354159_6012347039686_746186568_n.png?_nc_cat=0&oh=b64665d7fb50bda3c3b566fdd3f89ccb&oe=5B90E4BF,39.1605935378,221.117738359,27.1073029201,255,45,110.762971175,71.5939517571,255,0,222.486238532,0.183699781321,0.428548116793,0.849712323059,6.92213023048,0.0337456096575
1938,1938,1938,1938,https://scontent.xx.fbcdn.net/v/t45.1600-4/12124929_6029433952973_1219122682_n.png?_nc_cat=0&oh=038772933570711c344d327db5297606&oe=5B582DD0,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1939,1939,1939,1939,https://scontent.xx.fbcdn.net/v/t45.1600-4/11410013_6029744343856_636047534_n.png?_nc_cat=0&oh=46079a9f1a038263d30bf5815c846d29&oe=5B55DF8E,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1940,1940,1940,1940,https://scontent.xx.fbcdn.net/v/t45.1600-4/12521182_6036546547173_367691460_n.png?_nc_cat=0&oh=4505dd40b06d2e43c8bcd808f0774731&oe=5B8B731B,4.12581980204,42.8005933112,28.1453772477,255,4,2.42950405732,8.38564565434,255,0,94.422296115,0.114768766431,0.564686290569,0.940427803571,3.01221569363,0.0131718697482
1941,1941,1941,1941,https://scontent.xx.fbcdn.net/v/t45.1600-4/12532595_6039263439656_807849569_n.png?_nc_cat=0&oh=eca27d4b8ae76a06cc02903d0cd1d650&oe=5B868A2C,33.4114980549,134.205111465,66.0294487668,255,0,10.656248673,46.7761375988,255,0,129.763501166,0.0289491113387,0.402285242995,0.985121663626,4.29333760087,0.000838051047302
1942,1942,1942,1942,https://scontent.xx.fbcdn.net/v/t45.1600-4/12601014_6047076583198_6341323_n.png?_nc_cat=0&oh=11c3ab14576fc75a101707c691ee3f16&oe=5B87BE80,50.2812160228,75.9170647558,56.362814195,254,0,82.9693816348,76.1376223983,255,0,178.31185489,0.0199680292751,0.214013798689,0.971941008222,7.66825858066,0.000398722193131
1943,1943,1943,1943,https://scontent.xx.fbcdn.net/v/t45.1600-4/12679105_6049027362173_1725614067_n.png?_nc_cat=0&oh=a10bac9ce5b876c283ef187aa0fccd88&oe=5B94B88A,42.2221847974,96.7036338976,58.9894746437,255,25,110.110147569,36.6129888922,255,0,102.020625923,0.0998521088301,0.520468293143,0.985340322443,3.9268525758,0.00997044363782
1944,1944,1944,1944,https://scontent.xx.fbcdn.net/v/t45.1600-4/17268341_6061608702598_1615973641164423168_n.png?_nc_cat=0&oh=2c0932be95fb19cae1c4afae1053da69&oe=5B5B34F1,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1945,1945,1945,1945,https://scontent.xx.fbcdn.net/v/t45.1600-4/17508503_6064162223689_9141028537308807168_n.png?_nc_cat=0&oh=e1299d0a9788d5ed3c2c1fea55dfdce7&oe=5B97C71F,116.242070649,157.606970541,66.8542345261,255,0,120.835759023,87.3264842614,255,0,318.782754206,0.159202887093,0.633927422776,0.964353415496,4.9293678915,0.0253455592586
1946,1946,1946,1946,https://scontent.xx.fbcdn.net/v/t45.1600-4/21012407_6068049591615_2216561290648748032_n.png?_nc_cat=0&oh=ccf27eae540d1f3851a74d1aec80253a&oe=5B8DFCEE,33.7351590796,182.256480035,55.1456779223,255,1,78.9927864583,48.1152254689,255,0,75.878827772,0.0501678154262,0.542065824287,0.987533760152,3.03061783107,0.00251680970464
1947,1947,1947,1947,https://scontent.xx.fbcdn.net/v/t45.1600-4/20627101_6072344927373_4299839824728162304_n.png?_nc_cat=0&oh=05e4b2941de7c4c4668156754891d9b7&oe=5B898851,34.5771476929,169.358518519,61.0987268888,247,9,66.6105246914,48.5173488479,255,0,107.785625918,0.0639345201595,0.366856626017,0.985560766398,4.43888502281,0.00408762286803
1948,1948,1948,1948,https://scontent.xx.fbcdn.net/v/t45.1600-4/19490561_6072368467232_6819565818666287104_n.png?_nc_cat=0&oh=8a70382a1702a200e178b953b87e2a38&oe=5B966AA9,68.211254295,79.4365449735,71.7750511541,255,0,174.325468254,90.4588420049,255,0,398.583292956,0.103036457908,0.64771532171,0.961334138455,5.42035029191,0.0106165116583
1949,1949,1949,1949,https://scontent.xx.fbcdn.net/v/t45.1600-4/22811730_6072796448415_3473693339105099776_n.png?_nc_cat=0&oh=239129f6b2401834ca83c88af6f8d0b5&oe=5B8A1A77,70.5789735289,224.622260143,55.0959242535,255,12,57.301796875,100.397344865,255,0,109.201823888,0.6779148635,0.885442075293,0.9820233396,1.76985206971,0.459568562154
1950,1950,1950,1950,https://scontent.xx.fbcdn.net/v/t45.1600-4/24300665_6075787145815_8610217897177907200_n.png?_nc_cat=0&oh=7be249280e7713be7dd0804a7fb8db6c&oe=5B8BCDB0,0.445654167451,244.96715897,28.2021307369,255,55,0.0430958067941,0.78103972965,18,0,53.4521363344,0.887606602363,0.991490748732,0.966421985781,0.545303145402,0.787845480559
1951,1951,1951,1951,https://scontent.xx.fbcdn.net/v/t45.1600-4/17312603_6076313367796_7828503728700260352_n.png?_nc_cat=0&oh=e1be816abe3e8f4e0a94e660dc997f10&oe=5B8857FC,65.2447691303,208.798755308,68.2783697408,255,0,46.7627600849,79.031061086,255,0,418.822507344,0.226907812031,0.658450308997,0.955099988395,5.6547853041,0.0514871551607
1952,1952,1952,1952,https://scontent.xx.fbcdn.net/v/t45.1600-4/22396041_6076673649899_8268958904147247104_n.png?_nc_cat=0&oh=502dcd39104fa3dfb421b24054718ea8&oe=5B89FA6E,106.960688679,135.710522824,39.1056031627,255,0,168.311125265,52.2373535362,255,0,167.551483986,0.68627257613,0.91671695183,0.945158244552,2.3051029786,0.470970048748
1953,1953,1953,1953,https://scontent.xx.fbcdn.net/v/t45.1600-4/17617211_6078598859396_1121947884095275008_n.png?_nc_cat=0&oh=31d0bf28e407070794f77c3746786a30&oe=5B99E67E,46.1814347101,193.851319002,85.7263528647,255,0,43.8734872611,70.2164673567,255,0,517.990623821,0.14714092672,0.821646522994,0.964777186062,5.04054068412,0.0216504523161
1954,1954,1954,1954,https://scontent.xx.fbcdn.net/v/t45.1600-4/29354210_6081915448015_8386688553345613824_n.png?_nc_cat=0&oh=b3ad71a08ee02a405d958329c9ba09ab&oe=5B984979,63.1491422283,226.83610138,50.2450031611,255,28,50.4565153928,92.8474455415,255,0,58.9583118629,0.683361072491,0.968045991992,0.988329726168,0.875296823786,0.466982355396
1955,1955,1955,1955,https://scontent.xx.fbcdn.net/v/t45.1600-4/28508698_6084808628099_1701642334455726080_n.png?_nc_cat=0&oh=3d1fc62a20b0db84eee09a42f8dd3610&oe=5B58CCEB,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1956,1956,1956,1956,https://scontent.xx.fbcdn.net/v/t45.1600-4/28508890_6084951274699_7933081792901283840_n.png?_nc_cat=0&oh=3df539a81a7be1ad9a96063e0cdacfe0&oe=5B589516,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1957,1957,1957,1957,https://scontent.xx.fbcdn.net/v/t45.1600-4/20712361_6087294957256_8171671701550006272_n.png?_nc_cat=0&oh=7805cc44baa9a13a18934e846cd95cf4&oe=5B9AC613,85.0514743631,77.0183187367,63.168649758,255,0,142.104694798,108.121808887,255,0,390.106828674,0.191909745089,0.661417281266,0.951134442633,5.6954083286,0.0368293502602
1958,1958,1958,1958,https://scontent.xx.fbcdn.net/v/t45.1600-4/19575745_6087301842165_3102498071834001408_n.png?_nc_cat=0&oh=16331b71ce5d3b367a025cc1a56bb0ed&oe=5B86B12D,86.8094789181,167.410785563,78.8698139867,255,0,82.2777083333,100.914395624,255,0,126.756292399,0.241518801715,0.709071313514,0.989810815056,2.62131261189,0.0583313315818
1959,1959,1959,1959,https://scontent.xx.fbcdn.net/v/t45.1600-4/21343655_6088515049456_1206621648212459520_n.png?_nc_cat=0&oh=e883cd07e77348391d819730f1ee2f73&oe=5B8A1C12,67.8175061648,140.043373142,66.6235666376,255,1,130.270366242,75.1810298883,255,0,325.617082707,0.0182854993953,0.216869778752,0.963323985823,9.4128440367,0.000334359488136
1960,1960,1960,1960,https://scontent.xx.fbcdn.net/v/t45.1600-4/24096422_6092155349196_8295964984194629632_n.png?_nc_cat=0&oh=e795a49cca102167b41d8d96d1512c50&oe=5B942B82,70.9349106665,60.0677879512,64.6532074791,255,0,85.1939171975,76.1673640807,255,0,393.029424733,0.227690289983,0.651519433382,0.953008852062,4.76514133328,0.0518428681527
1961,1961,1961,1961,https://scontent.xx.fbcdn.net/v/t45.1600-4/24094045_6092783684596_1006601950336122880_n.png?_nc_cat=0&oh=550d77fc2379bca450279b5bcbc1df26&oe=5B50795F,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1962,1962,1962,1962,https://scontent.xx.fbcdn.net/v/t45.1600-4/28506377_6097724035596_1303549752889049088_n.png?_nc_cat=0&oh=bc373071f966a0c7518d4b97181bde21&oe=5B4F83D9,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1963,1963,1963,1963,https://scontent.xx.fbcdn.net/v/t45.1600-4/22388878_6098172140980_3338244321290747904_n.png?_nc_cat=0&oh=8655dd16fb25089fb24eeac9a90c3bed&oe=5B8706AC,44.6259843936,166.699075106,66.0077360091,255,0,102.345307856,67.7343606118,255,0,423.55949358,0.0277152900636,0.316423308,0.951360636942,9.14000387797,0.000768137303308
1964,1964,1964,1964,https://scontent.xx.fbcdn.net/v/t45.1600-4/31348137_6101993007796_6820794157838106624_n.jpg?_nc_cat=0&oh=8ee1c93975e27ec3808b93cfc861677e&oe=5B85737E,85.5281579966,70.6439411866,27.7849155533,255,4,225.17228738,31.5728815054,255,0,92.7818092884,0.206228647876,0.916197275724,0.939951924778,1.50249030309,0.0425302552046
1965,1965,1965,1965,https://scontent.xx.fbcdn.net/v/t45.1600-4/s110x80/19678113_23842595507020311_8547679441021566976_n.png?_nc_cat=0&oh=1b81d526af1bb84d74a27eeaf70d5d33&oe=5B8D48BD,82.8498698434,137.164090909,43.179428831,255,0,137.142272727,61.122628114,255,0,411.457568807,0.0247111075251,0.274078958316,0.889743854855,10.2974770642,0.000610638835115
1966,1966,1966,1966,https://scontent.xx.fbcdn.net/v/t45.1600-4/20131827_23842600973690311_5075715603642187776_n.png?_nc_cat=0&oh=176d9007adbd4471f452787181d06670&oe=5B8E7294,57.1034649335,171.764901805,70.7088060967,255,0,97.1757855626,64.0750219556,255,0,338.657386994,0.0570458716577,0.570553913493,0.966142966335,5.70395180697,0.00325423147319
1967,1967,1967,1967,https://scontent.xx.fbcdn.net/v/t45.1600-4/20131892_23842618604000787_7393755538292473856_n.jpg?_nc_cat=0&oh=043c6fa58adab21378e8050f6a10233a&oe=5B9D173F,112.878375004,112.889787809,57.8159185031,255,2,206.130193866,65.8521494719,255,0,88.4749734623,0.170642577088,0.913351864602,0.986770796872,1.36953370776,0.0291188891154
1968,1968,1968,1968,https://scontent.xx.fbcdn.net/v/t45.1600-4/21143397_23842638829220787_7652219407376056320_n.png?_nc_cat=0&oh=968e230bcefb6eaed2a3435415abcecd&oe=5B5497AB,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1969,1969,1969,1969,https://scontent.xx.fbcdn.net/v/t45.1600-4/20504578_23842639167320583_2289804686502395904_n.png?_nc_cat=0&oh=39896ae3d6c71089b0ee19c115c0ebc8&oe=5B586E8A,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1970,1970,1970,1970,https://scontent.xx.fbcdn.net/v/t45.1600-4/20627816_23842639364490389_1776317225729261568_n.png?_nc_cat=0&oh=b63e20d160cd64314b7682fed6188f08&oe=5B9886C3,41.8551991373,58.4724522293,79.3823185779,255,0,140.186961253,105.904415304,255,0,261.408507886,0.215000013354,0.843704325434,0.979269670922,3.3008066701,0.0462250057421
1971,1971,1971,1971,https://scontent.xx.fbcdn.net/v/t45.1600-4/20862737_23842643194570583_2103638697697083392_n.png?_nc_cat=0&oh=973730b5a3c68d7b016c654e058169ea&oe=5B54E291,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1972,1972,1972,1972,https://scontent.xx.fbcdn.net/v/t45.1600-4/21271492_23842657967350702_1870210931716259840_n.png?_nc_cat=0&oh=caa9a25467377c35fb9da844c3853200&oe=5B8E2E0F,41.9729310235,30.569961518,48.3859573333,255,0,133.486230096,73.5935522515,255,0,331.741542846,0.231862381133,0.624803394607,0.929199891842,4.35200644911,0.0537601637848
1973,1973,1973,1973,https://scontent.xx.fbcdn.net/v/t45.1600-4/27071822_23842702867390411_349209557316141056_n.png?_nc_cat=0&oh=f5d240ccf0932ed17a31464bfdecb0ad&oe=5B59F3FE,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1974,1974,1974,1974,https://scontent.xx.fbcdn.net/v/t45.1600-4/s110x80/28880268_23842737853200193_6360600141627392000_n.png?_nc_cat=0&oh=172b700513937be19de849122d49413c&oe=5B96698F,79.6587126349,110.182045455,65.3258461685,255,0,106.371818182,83.0583252155,255,0,1137.13623853,0.0264821364676,0.143062607784,0.867070318041,20.1752293578,0.00070130355189
1975,1975,1975,1975,https://scontent.xx.fbcdn.net/v/t45.1600-4/29620029_23842743303400570_96250491981266944_n.png?_nc_cat=0&oh=985772946c74529dfefe244a143f8d02&oe=5B571991,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1976,1976,1976,1976,https://scontent.xx.fbcdn.net/v/t45.1600-4/29965239_23842761133500459_4577353548806750208_n.jpg?_nc_cat=0&oh=d5942095cb9029848ec2bff3a0380ecc&oe=5B900E8A,65.533661595,168.529920101,64.6832643259,255,0,167.40674448,61.2914707386,255,0,35.1889989543,0.100083650339,0.761268638631,0.995795411079,1.61408272777,0.0100167370651
1977,1977,1977,1977,https://scontent.xx.fbcdn.net/v/t45.1600-4/29599026_23842766705960027_3651265128415887360_n.png?_nc_cat=0&oh=e95929ac5e9291b65ff2a5a2d4d05bea&oe=5B8C453B,69.0781640736,215.425880432,68.3861628873,255,59,47.4506082552,79.1556451155,255,0,96.0780679451,0.723024951775,0.950562568696,0.98973426092,1.19864839568,0.522765080889
1978,1978,1978,1978,https://scontent.xx.fbcdn.net/v/t45.1600-4/29841691_23842809315040093_3857754649062801408_n.png?_nc_cat=0&oh=e3ea913f71fbf801957d9980a401ca86&oe=5B8820BD,42.9616853423,160.798984959,58.714418163,255,7,98.7342551503,75.6946573713,255,0,168.694578992,0.0449678676631,0.53166665139,0.975534144257,4.42811554974,0.00202210912216
1979,1979,1979,1979,https://scontent.xx.fbcdn.net/v/t45.1600-4/31300150_23842830072410056_546242706733531136_n.png?_nc_cat=0&oh=9eea70fd6c4a7b7bb6356d23f443d093&oe=5B8C82D4,46.1862843701,195.471365446,63.4331725574,255,0,29.2531130573,51.9102798035,255,0,205.795453217,0.0801881084648,0.691631841381,0.974443370932,3.53698145482,0.00643013273916
1980,1980,1980,1980,https://scontent.xx.fbcdn.net/v/t45.1600-4/10737154_6032019285486_243899459_n.png?_nc_cat=0&oh=808dd2d5ac01c366eb4875d9bdf5930a&oe=5B970ACC,61.8148823242,217.540115446,33.2747602936,255,48,202.577559713,48.8807702312,255,0,102.822237746,0.18024152955,0.744263877442,0.953591766839,2.21726704313,0.0324870089747
1981,1981,1981,1981,https://scontent.xx.fbcdn.net/v/t45.1600-4/12124818_6035339630486_1467747436_n.png?_nc_cat=0&oh=b9a6bacc5ae82d0b2244e0c14c8e498e&oe=5B56B44B,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1982,1982,1982,1982,https://scontent.xx.fbcdn.net/v/t45.1600-4/12726422_6048763598856_2047852703_n.png?_nc_cat=0&oh=1032181c4ee2f4e3b91e685a8ff008c4&oe=5B568137,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1983,1983,1983,1983,https://scontent.xx.fbcdn.net/v/t45.1600-4/12679065_6051361349256_550743438_n.png?_nc_cat=0&oh=4f2b2ca8eed59f04a7dbb390fe3dc001&oe=5B873551,49.4804990854,71.0314132166,56.9929006892,255,0,75.9803980892,56.6315906777,255,0,448.621554321,0.131727957023,0.64482150326,0.930985048582,5.57359769022,0.0173522546613
1984,1984,1984,1984,https://scontent.xx.fbcdn.net/v/t45.1600-4/15209894_6053028412615_9003871475425345536_n.png?_nc_cat=0&oh=b0695894d20ed327f99ebd80c898c81c&oe=5B85FE67,106.031770557,220.492511943,58.4372438372,255,74,64.6466746285,109.598658665,255,0,98.5209303932,0.754991235876,0.975335036859,0.985582720501,1.29164962309,0.570011766249
1985,1985,1985,1985,https://scontent.xx.fbcdn.net/v/t45.1600-4/15729936_6061466812032_7568047733525708800_n.png?_nc_cat=0&oh=41759a216e6777fa0d2bf84a07443500&oe=5B8A74B5,81.7738857141,126.569271664,63.8676509578,255,5,128.812603668,90.3159155089,255,0,144.335184956,0.206009204988,0.70677297974,0.982296091612,3.12353729118,0.0424397925396
1986,1986,1986,1986,https://scontent.xx.fbcdn.net/v/t45.1600-4/18091206_6066942474373_2358526894837596160_n.png?_nc_cat=0&oh=1941067add67112861ad0d64736e63a0&oe=5B99C976,75.5708354352,198.727524005,50.2581726728,255,31,59.8255204047,91.8434450124,255,0,122.036663749,0.505606554038,0.951557883474,0.975850458216,1.70736535887,0.255637987486
1987,1987,1987,1987,https://scontent.xx.fbcdn.net/v/t45.1600-4/19219128_6071562522232_7261449315552329728_n.png?_nc_cat=0&oh=ad2e729eb485423b8fcae7486c0cc2b2&oe=5B9B5EA5,52.2991223462,136.670117188,59.177035433,255,2,64.634215625,62.4909518094,255,0,212.596907071,0.0763417337023,0.576771122162,0.969653212663,5.10486702128,0.00582806030467
1988,1988,1988,1988,https://scontent.xx.fbcdn.net/v/t45.1600-4/20177531_6071896253573_2443459516633710592_n.png?_nc_cat=0&oh=0377958446c779f30f96db1271a802d6&oe=5B84660D,99.3533955178,148.828115,54.5587631142,255,5,160.952694,84.207808558,255,0,324.833146146,0.0667434222575,0.571117439434,0.945486297698,5.32006306306,0.00445468441464
1989,1989,1989,1989,https://scontent.xx.fbcdn.net/v/t45.1600-4/24293461_6074984206615_3813554174252023808_n.png?_nc_cat=0&oh=dbd0e535b16a723f401861d69333f8df&oe=5B9C1BCF,96.1260552974,196.143979565,70.4243615262,255,0,95.3657497346,105.505274643,255,0,66.8866996382,0.531143499749,0.965652339441,0.993258524906,1.06522154874,0.282113417326
